1,20969,54251,PowerOn,4
1,20969,54251,PowerOn,5
1,20969,54251,PowerOn,6
1,20969,54251,PowerOn,7
1,20969,54251,PowerOn,8
1,20969,54251,PowerOn,9
1,20969,54251,PowerOn,10
1,20969,54251,PowerOn,11
1,20969,54251,PowerOn,12
1,20969,54251,PowerOn,13
1,20969,54251,PowerOn,14
1,20969,54251,PowerOn,15
1,20969,54251,PowerOn,16
1,20969,54251,PowerOn,17
1,20969,54251,PowerOn,18
1,20969,54251,PowerOn,19
1,20969,54251,PowerOn,20
1,20969,54251,PowerOn,21
1,20969,54251,PowerOn,22
2,20969,54251,PowerOn,22
1,20969,54251,PowerOn,23
2,20969,54251,PowerOn,23
1,20969,54251,PowerOn,24
2,20969,54251,PowerOn,24
1,20969,54251,PowerOn,25
2,20969,54251,PowerOn,25
1,20969,54251,PowerOn,26
2,20969,54251,PowerOn,26
1,20969,54251,PowerOn,27
2,20969,54251,PowerOn,27
1,20969,54251,PowerOn,28
2,20969,54251,PowerOn,28
1,20969,54251,PowerOn,29
2,20969,54251,PowerOn,29
1,20969,54251,PowerOn,30
2,20969,54251,PowerOn,30
1,20969,54251,PowerOn,31
2,20969,54251,PowerOn,31
1,20969,54251,PowerOn,32
2,20969,54251,PowerOn,32
1,20969,54251,PowerOn,33
2,20969,54251,PowerOn,33
1,20969,54251,PowerOn,34
2,20969,54251,PowerOn,34
3,20969,54251,PowerOn,34
1,20969,54251,PowerOn,35
2,20969,54251,PowerOn,35
3,20969,54251,PowerOn,35
1,20969,54251,PowerOn,36
2,20969,54251,PowerOn,36
3,20969,54251,PowerOn,36
1,20969,54251,PowerOn,37
2,20969,54251,PowerOn,37
3,20969,54251,PowerOn,37
1,20969,54251,PowerOn,38
2,20969,54251,PowerOn,38
3,20969,54251,PowerOn,38
1,20969,54251,PowerOn,39
2,20969,54251,PowerOn,39
3,20969,54251,PowerOn,39
1,20969,54251,PowerOn,40
2,20969,54251,PowerOn,40
3,20969,54251,PowerOn,40
1,20969,54251,PowerOn,41
2,20969,54251,PowerOn,41
3,20969,54251,PowerOn,41
1,20969,54251,PowerOn,42
2,20969,54251,PowerOn,42
3,20969,54251,PowerOn,42
1,20969,54251,PowerOn,43
2,20969,54251,PowerOn,43
3,20969,54251,PowerOn,43
1,20969,54251,PowerOn,44
2,20969,54251,PowerOn,44
3,20969,54251,PowerOn,44
4,20969,54251,PowerOn,44
1,20969,54251,PowerOn,45
2,20969,54251,PowerOn,45
3,20969,54251,PowerOn,45
4,20969,54251,PowerOn,45
1,20969,54251,PowerOn,46
2,20969,54251,PowerOn,46
3,20969,54251,PowerOn,46
4,20969,54251,PowerOn,46
1,20969,54251,PowerOn,47
2,20969,54251,PowerOn,47
3,20969,54251,PowerOn,47
4,20969,54251,PowerOn,47
1,20969,54251,PowerOn,48
2,20969,54251,PowerOn,48
3,20969,54251,PowerOn,48
4,20969,54251,PowerOn,48
5,20969,54251,PowerOn,48
1,20969,54251,PowerOn,49
2,20969,54251,PowerOn,49
3,20969,54251,PowerOn,49
4,20969,54251,PowerOn,49
5,20969,54251,PowerOn,49
1,20969,54251,PowerOn,50
2,20969,54251,PowerOn,50
3,20969,54251,PowerOn,50
4,20969,54251,PowerOn,50
5,20969,54251,PowerOn,50
1,20969,54251,PowerOn,51
2,20969,54251,PowerOn,51
3,20969,54251,PowerOn,51
4,20969,54251,PowerOn,51
5,20969,54251,PowerOn,51
1,20969,54251,PowerOn,52
2,20969,54251,PowerOn,52
3,20969,54251,PowerOn,52
4,20969,54251,PowerOn,52
5,20969,54251,PowerOn,52
1,20969,54251,PowerOn,53
2,20969,54251,PowerOn,53
3,20969,54251,PowerOn,53
4,20969,54251,PowerOn,53
5,20969,54251,PowerOn,53
1,20969,54251,PowerOn,54
2,20969,54251,PowerOn,54
3,20969,54251,PowerOn,54
4,20969,54251,PowerOn,54
5,20969,54251,PowerOn,54
1,20969,54251,PowerOn,55
2,20969,54251,PowerOn,55
3,20969,54251,PowerOn,55
4,20969,54251,PowerOn,55
5,20969,54251,PowerOn,55
1,20969,54251,PowerOn,56
2,20969,54251,PowerOn,56
3,20969,54251,PowerOn,56
4,20969,54251,PowerOn,56
5,20969,54251,PowerOn,56
1,20969,54251,PowerOn,57
2,20969,54251,PowerOn,57
3,20969,54251,PowerOn,57
4,20969,54251,PowerOn,57
5,20969,54251,PowerOn,57
1,20969,54251,PowerOn,58
2,20969,54251,PowerOn,58
3,20969,54251,PowerOn,58
4,20969,54251,PowerOn,58
5,20969,54251,PowerOn,58
1,20969,54251,PowerOn,59
2,20969,54251,PowerOn,59
3,20969,54251,PowerOn,59
