LINKID,CELLID,LAC,
10826,20822,15403,
10827,20822,15403,
10828,20822,15403,
10829,20822,15403,
10830,20822,15403,
10831,20822,15403,
10832,20822,15403,
10833,20822,15403,
10834,20822,15403,
10835,20822,15403,
10836,20822,15403,
10837,20822,15403,
10838,20822,15403,
10839,20822,15403,
10840,20822,15403,
10841,20822,15403,
10842,20822,15403,
10843,20822,15403,
10844,20822,15403,
10845,20822,15403,
10846,20822,15403,
581,20822,15403,
582,20822,15403,
583,20822,15403,
584,20822,15403,
585,20822,15403,
586,20822,15403,
587,20822,15403,
588,20822,15403,
589,20822,15403,
590,20822,15403,
591,20822,15403,
592,20822,15403,
593,20822,15403,
594,20822,15403,
595,20822,15403,
596,20822,15403,
597,20822,15403,
598,20822,15403,
599,20822,15403,
600,20822,15403,
601,20822,15403,
602,20822,15403,
603,20822,15403,
604,20822,15403,
10855,20822,15403,
10858,20822,15403,
10854,20822,15403,
10852,20822,15403,
10853,20822,15403,
10851,20822,15403,
10848,20822,15403,
10849,20822,15403,
10857,20822,15403,
10850,20822,15403,
10856,20822,15403,
10847,20822,15403,
457,20822,35403,
660,20822,35403,
578,20822,35420,
577,20822,35420,
10817,20822,35420,
579,20822,35420,
575,20822,25403,
576,20822,25403,
573,20696,41872,
574,20696,41872,
517,20969,40033,
518,20969,40033,
488,20696,25431,
657,20696,25431,
663,20969,54203,
425,20969,54203,
520,20969,54885,
521,20969,54885,
426,20969,41074,
664,20969,41074,
432,20969,54193,
661,20969,54193,
427,20969,41873,
428,20969,41873,
429,20969,42015,
430,20969,42015,
